trial_id,camera,sync_frame,source_frame,relative_frame,relative_time_s,keypoint_id,keypoint,x_px,y_px,confidence
A10-R10,cam01,3980,3980,1,0.016666666666666666,0,Nose,901.3187389373779,236.60143852233887,1.0053359270095825
A10-R10,cam01,3980,3980,1,0.016666666666666666,1,LEye,902.224853515625,229.3525218963623,0.9561188220977783
A10-R10,cam01,3980,3980,1,0.016666666666666666,2,REye,892.2575931549072,232.07086563110352,0.9730919599533081
A10-R10,cam01,3980,3980,1,0.016666666666666666,3,LEar,909.4737701416016,232.07086563110352,0.8272908329963684
A10-R10,cam01,3980,3980,1,0.016666666666666666,4,REar,881.3842182159424,242.0381259918213,0.8488272428512573
A10-R10,cam01,3980,3980,1,0.016666666666666666,5,LShoulder,920.3471450805664,270.12767791748047,0.8706141710281372
A10-R10,cam01,3980,3980,1,0.016666666666666666,6,RShoulder,865.9802703857422,284.6255111694336,0.8572463393211365
A10-R10,cam01,3980,3980,1,0.016666666666666666,7,LElbow,931.2205200195312,325.40066719055176,0.8390876054763794
A10-R10,cam01,3980,3980,1,0.016666666666666666,8,RElbow,853.2946662902832,342.6168441772461,0.8840692043304443
A10-R10,cam01,3980,3980,1,0.016666666666666666,9,LWrist,946.6244678497314,375.2369689941406,0.7538003921508789
A10-R10,cam01,3980,3980,1,0.016666666666666666,10,RWrist,839.7029476165771,396.07760429382324,0.8716682195663452
A10-R10,cam01,3980,3980,1,0.016666666666666666,11,LHip,931.2205200195312,375.2369689941406,0.7944383025169373
A10-R10,cam01,3980,3980,1,0.016666666666666666,12,RHip,889.539249420166,384.2981147766113,0.7643339037895203
A10-R10,cam01,3980,3980,1,0.016666666666666666,13,LKnee,947.5305824279785,464.0361976623535,0.8594681024551392
A10-R10,cam01,3980,3980,1,0.016666666666666666,14,RKnee,890.4453639984131,472.19122886657715,0.8406809568405151
A10-R10,cam01,3980,3980,1,0.016666666666666666,15,LAnkle,952.9672698974609,533.8070201873779,0.9035874605178833
A10-R10,cam01,3980,3980,1,0.016666666666666666,16,RAnkle,894.0698223114014,538.3375930786133,0.8734002709388733
A10-R10,cam01,3980,3980,1,0.016666666666666666,17,Head,894.9759368896484,219.38526153564453,0.8178646564483643
A10-R10,cam01,3980,3980,1,0.016666666666666666,18,Neck,893.1637077331543,260.1604175567627,0.8773108720779419
A10-R10,cam01,3980,3980,1,0.016666666666666666,19,Hip,908.5676555633545,383.39200019836426,0.9338410496711731
A10-R10,cam01,3980,3980,1,0.016666666666666666,20,LBigToe,963.8406448364258,561.8965721130371,0.7438310384750366
A10-R10,cam01,3980,3980,1,0.016666666666666666,21,RBigToe,886.8209056854248,561.8965721130371,0.8891767263412476
A10-R10,cam01,3980,3980,1,0.016666666666666666,22,LSmallToe,971.9956760406494,551.9293117523193,0.6443945169448853
A10-R10,cam01,3980,3980,1,0.016666666666666666,23,RSmallToe,876.853645324707,560.084342956543,0.7698493599891663
A10-R10,cam01,3980,3980,1,0.016666666666666666,24,LHeel,947.5305824279785,543.7742805480957,0.5855793356895447
A10-R10,cam01,3980,3980,1,0.016666666666666666,25,RHeel,898.6003952026367,551.0231971740723,0.606009840965271
A10-R10,cam01,3981,3981,2,0.03333333333333333,0,Nose,900.6230039889924,235.9422047715634,0.980534553527832
A10-R10,cam01,3981,3981,2,0.03333333333333333,1,LEye,902.7135271248408,228.6253737960942,1.0277754068374634
A10-R10,cam01,3981,3981,2,0.03333333333333333,2,REye,891.2156498776749,231.76115849986672,1.0074769258499146
A10-R10,cam01,3981,3981,2,0.03333333333333333,3,LEar,908.9850965323858,232.8064200677909,0.8955072164535522
A10-R10,cam01,3981,3981,2,0.03333333333333333,4,REar,878.6725110625848,240.1232510432601,0.9141614437103271
A10-R10,cam01,3981,3981,2,0.03333333333333333,5,LShoulder,922.5734969154,271.48109808098525,0.8377916216850281
A10-R10,cam01,3981,3981,2,0.03333333333333333,6,RShoulder,866.1293722474948,285.0694984639995,0.8210772275924683
A10-R10,cam01,3981,3981,2,0.03333333333333333,7,LElbow,934.0713741625659,323.74417647719383,0.7848167419433594
A10-R10,cam01,3981,3981,2,0.03333333333333333,8,RElbow,853.5862334324047,340.4683615639806,0.8278123140335083
A10-R10,cam01,3981,3981,2,0.03333333333333333,9,LWrist,948.7050361135043,372.8714701696299,0.7203193306922913
A10-R10,cam01,3981,3981,2,0.03333333333333333,10,RWrist,839.9978330493905,394.8219630960375,0.818360447883606
A10-R10,cam01,3981,3981,2,0.03333333333333333,11,LHip,928.8450663229451,380.1883011450991,0.725969672203064
A10-R10,cam01,3981,3981,2,0.03333333333333333,12,RHip,889.1251267418265,387.5051321205683,0.7080486416816711
A10-R10,cam01,3981,3981,2,0.03333333333333333,13,LKnee,946.614512977656,462.76396501110867,0.8168808221817017
A10-R10,cam01,3981,3981,2,0.03333333333333333,14,RKnee,890.1703883097507,469.0355344186537,0.8197457790374756
A10-R10,cam01,3981,3981,2,0.03333333333333333,15,LAnkle,950.7955592493527,533.8417516299523,0.8384259343147278
A10-R10,cam01,3981,3981,2,0.03333333333333333,16,RAnkle,893.3061730135232,538.022797901649,0.8347247838973999
A10-R10,cam01,3981,3981,2,0.03333333333333333,17,Head,889.1251267418265,212.94645027723163,0.7883544564247131
A10-R10,cam01,3981,3981,2,0.03333333333333333,18,Neck,893.3061730135232,258.9379592658952,0.9158828258514404
A10-R10,cam01,3981,3981,2,0.03333333333333333,19,Hip,907.9398349644616,384.3693474167958,0.9600541591644287
A10-R10,cam01,3981,3981,2,0.03333333333333333,20,LBigToe,964.3839596323669,561.0185523959808,0.7339776158332825
A10-R10,cam01,3981,3981,2,0.03333333333333333,21,RBigToe,887.0346036059782,562.063813963905,0.782402753829956
A10-R10,cam01,3981,3981,2,0.03333333333333333,22,LSmallToe,972.7460521757603,555.79224455636,0.7224674224853516
A10-R10,cam01,3981,3981,2,0.03333333333333333,23,RSmallToe,878.6725110625848,559.9732908280566,0.7584246397018433
A10-R10,cam01,3981,3981,2,0.03333333333333333,24,LHeel,944.5239898418076,544.2943673091941,0.7073252201080322
A10-R10,cam01,3981,3981,2,0.03333333333333333,25,RHeel,896.4419577172957,546.3848904450424,0.6259238719940186
A10-R10,cam01,3982,3982,3,0.05,0,Nose,902.1102560441345,235.1498372988084,0.961974024772644
A10-R10,cam01,3982,3982,3,0.05,1,LEye,904.241099328355,228.75730744614714,0.9956077337265015
A10-R10,cam01,3982,3982,3,0.05,2,REye,892.5214612651425,229.82272908825735,0.989869236946106
A10-R10,cam01,3982,3982,3,0.05,3,LEar,910.6336291810162,233.01899401458797,0.8776364922523499
A10-R10,cam01,3982,3982,3,0.05,4,REar,879.73640155982,238.34610222513902,0.9033308029174805
A10-R10,cam01,3982,3982,3,0.05,5,LShoulder,923.4186888863387,272.4395947726657,0.8448258638381958
A10-R10,cam01,3982,3982,3,0.05,6,RShoulder,866.9513418544975,286.29007612009843,0.8235372304916382
A10-R10,cam01,3982,3982,3,0.05,7,LElbow,934.0729053074408,323.57983359395575,0.8169313669204712
A10-R10,cam01,3982,3982,3,0.05,8,RElbow,853.1008605070649,341.6920015098293,0.8285033106803894
A10-R10,cam01,3982,3982,3,0.05,9,LWrist,950.0542299390941,369.39296420469475,0.7646126747131348
A10-R10,cam01,3982,3982,3,0.05,10,RWrist,839.2503791596323,397.0939268995602,0.8286803960800171
A10-R10,cam01,3982,3982,3,0.05,11,LHip,929.811218739,381.11260226790705,0.7469319105148315
A10-R10,cam01,3982,3982,3,0.05,12,RHip,889.325196338812,388.5705537626785,0.728011965751648
A10-R10,cam01,3982,3982,3,0.05,13,LKnee,946.8579650127633,462.08464706828295,0.8242591023445129
A10-R10,cam01,3982,3982,3,0.05,14,RKnee,891.4560396230324,469.5425985630544,0.8245904445648193
A10-R10,cam01,3982,3982,3,0.05,15,LAnkle,951.1196515812042,534.5333187317772,0.8480666875839233
A10-R10,cam01,3982,3982,3,0.05,16,RAnkle,893.5868829072529,537.7295836581078,0.8461674451828003
A10-R10,cam01,3982,3982,3,0.05,17,Head,892.5214612651425,213.8414044566042,0.7849225997924805
A10-R10,cam01,3982,3982,3,0.05,18,Neck,894.6523045493632,258.589113425233,0.9089227914810181
A10-R10,cam01,3982,3982,3,0.05,19,Hip,908.5027858967958,384.3088671942377,0.9651138782501221
A10-R10,cam01,3982,3982,3,0.05,20,LBigToe,961.7738680023062,561.1688597845324,0.7186514735221863
A10-R10,cam01,3982,3982,3,0.05,21,RBigToe,887.1943530545916,562.2342814266426,0.7982587218284607
A10-R10,cam01,3982,3982,3,0.05,22,LSmallToe,971.3626627812982,555.8417515739814,0.6856027841567993
A10-R10,cam01,3982,3982,3,0.05,23,RSmallToe,879.73640155982,560.1034381424222,0.7685144543647766
A10-R10,cam01,3982,3982,3,0.05,24,LHeel,944.7271217285429,545.1875351528793,0.7033534049987793
A10-R10,cam01,3982,3982,3,0.05,25,RHeel,896.7831478335834,546.2529567949895,0.6539064049720764
A10-R10,cam01,3983,3983,4,0.06666666666666667,0,Nose,902.1168889181272,234.9355044293995,0.9645268321037292
A10-R10,cam01,3983,3983,4,0.06666666666666667,1,LEye,903.1800996022398,228.5562403247235,0.9908026456832886
A10-R10,cam01,3983,3983,4,0.06666666666666667,2,REye,892.5479927611132,230.68266169294884,0.9866589307785034
A10-R10,cam01,3983,3983,4,0.06666666666666667,3,LEar,911.6857850751412,232.80908306117414,0.8884601593017578
A10-R10,cam01,3983,3983,4,0.06666666666666667,4,REar,879.7894645517613,238.12513648173746,0.8956025838851929
A10-R10,cam01,3983,3983,4,0.06666666666666667,5,LShoulder,924.4443132844931,272.1478783733428,0.8584635257720947
A10-R10,cam01,3983,3983,4,0.06666666666666667,6,RShoulder,867.0309363424092,285.9696172668074,0.8232830762863159
A10-R10,cam01,3983,3983,4,0.06666666666666667,7,LElbow,936.1396308097326,323.18199121075077,0.8409323692321777
A10-R10,cam01,3983,3983,4,0.06666666666666667,8,RElbow,853.2091974489447,341.2565728406661,0.8233109712600708
A10-R10,cam01,3983,3983,4,0.06666666666666667,9,LWrist,952.0877910714225,369.96326131170804,0.7763910293579102
A10-R10,cam01,3983,3983,4,0.06666666666666667,10,RWrist,839.38745855548,396.54352841452464,0.8259432315826416
A10-R10,cam01,3983,3983,4,0.06666666666666667,11,LHip,930.8235773891693,380.5953681528347,0.7577640414237976
A10-R10,cam01,3983,3983,4,0.06666666666666667,12,RHip,889.3583607087753,388.03784294162335,0.7303881049156189
A10-R10,cam01,3983,3983,4,0.06666666666666667,13,LKnee,946.7717376508592,461.39938014539734,0.8285573124885559
A10-R10,cam01,3983,3983,4,0.06666666666666667,14,RKnee,890.4215713928879,469.90506561829864,0.8149762153625488
A10-R10,cam01,3983,3983,4,0.06666666666666667,15,LAnkle,949.9613697031973,534.7609173491712,0.853211522102356
A10-R10,cam01,3983,3983,4,0.06666666666666667,16,RAnkle,893.6112034452258,537.9505494015093,0.8441035747528076
A10-R10,cam01,3983,3983,4,0.06666666666666667,17,Head,892.5479927611132,214.73450143125882,0.7932569980621338
A10-R10,cam01,3983,3983,4,0.06666666666666667,18,Neck,894.6744141293386,258.32613947987807,0.9028372168540955
A10-R10,cam01,3983,3983,4,0.06666666666666667,19,Hip,909.559363706916,383.78500020517276,0.9665412902832031
A10-R10,cam01,3983,3983,4,0.06666666666666667,20,LBigToe,958.4670551760985,561.3411844519878,0.7224524021148682
A10-R10,cam01,3983,3983,4,0.06666666666666667,21,RBigToe,888.2951500246625,562.4043951361006,0.7915462255477905
A10-R10,cam01,3983,3983,4,0.06666666666666667,22,LSmallToe,969.0991620172251,556.0251310314245,0.6828196048736572
A10-R10,cam01,3983,3983,4,0.06666666666666667,23,RSmallToe,878.7262538676487,560.2779737678752,0.7630054950714111
A10-R10,cam01,3983,3983,4,0.06666666666666667,24,LHeel,944.6453162826338,544.3298135061852,0.6887496709823608
A10-R10,cam01,3983,3983,4,0.06666666666666667,25,RHeel,895.7376248134512,546.4562348744105,0.6494631767272949
A10-R10,cam01,3984,3984,5,0.08333333333333333,0,Nose,902.8927880922954,235.8129769563675,0.9834227561950684
A10-R10,cam01,3984,3984,5,0.08333333333333333,1,LEye,904.7128427823384,228.53275787830353,0.9287543296813965
A10-R10,cam01,3984,3984,5,0.08333333333333333,2,REye,893.7925146420796,232.1728674173355,0.9622213840484619
A10-R10,cam01,3984,3984,5,0.08333333333333333,3,LEar,910.1730068524678,232.1728674173355,0.8191158771514893
A10-R10,cam01,3984,3984,5,0.08333333333333333,4,REar,881.9621591567993,241.27314126491547,0.8768240213394165
A10-R10,cam01,3984,3984,5,0.08333333333333333,5,LShoulder,923.8234170277913,270.3940175771713,0.8731797933578491
A10-R10,cam01,3984,3984,5,0.08333333333333333,6,RShoulder,867.4017216364543,284.04442834854126,0.8380222320556641
A10-R10,cam01,3984,3984,5,0.08333333333333333,7,LElbow,935.6537725130718,323.17560589313507,0.9056625366210938
A10-R10,cam01,3984,3984,5,0.08333333333333333,8,RElbow,854.6613388061523,340.466126203537,0.8672293424606323
A10-R10,cam01,3984,3984,5,0.08333333333333333,9,LWrist,952.9442920684814,368.67697513103485,0.8440946936607361
A10-R10,cam01,3984,3984,5,0.08333333333333333,10,RWrist,839.1908739407858,395.0677692890167,0.8656249642372131
A10-R10,cam01,3984,3984,5,0.08333333333333333,11,LHip,931.1036357879639,378.6872763633728,0.7789993286132812
A10-R10,cam01,3984,3984,5,0.08333333333333333,12,RHip,890.1524052619934,385.0574680566788,0.7332892417907715
A10-R10,cam01,3984,3984,5,0.08333333333333333,13,LKnee,946.5741006533306,464.2298505306244,0.8481428623199463
A10-R10,cam01,3984,3984,5,0.08333333333333333,14,RKnee,890.1524052619934,471.51006960868835,0.8165668249130249
A10-R10,cam01,3984,3984,5,0.08333333333333333,15,LAnkle,949.3041826883953,533.391931772232,0.901788592338562
A10-R10,cam01,3984,3984,5,0.08333333333333333,16,RAnkle,893.7925146420796,537.942068696022,0.8646482229232788
A10-R10,cam01,3984,3984,5,0.08333333333333333,17,Head,895.6125693321228,218.52245664596558,0.794986367225647
A10-R10,cam01,3984,3984,5,0.08333333333333333,18,Neck,895.6125693321228,259.4736889600754,0.8956228494644165
A10-R10,cam01,3984,3984,5,0.08333333333333333,19,Hip,910.1730068524678,384.1474406719208,0.952548623085022
A10-R10,cam01,3984,3984,5,0.08333333333333333,20,LBigToe,954.7643467585247,562.5128080844879,0.7846552729606628
A10-R10,cam01,3984,3984,5,0.08333333333333333,21,RBigToe,886.5122958819072,561.6027806997299,0.87852942943573
A10-R10,cam01,3984,3984,5,0.08333333333333333,22,LSmallToe,965.6846748987834,553.412534236908,0.6944525241851807
A10-R10,cam01,3984,3984,5,0.08333333333333333,23,RSmallToe,876.5019950866699,559.7827259302139,0.8089078068733215
A10-R10,cam01,3984,3984,5,0.08333333333333333,24,LHeel,943.8440186182659,543.40223300457,0.6194359064102173
A10-R10,cam01,3984,3984,5,0.08333333333333333,25,RHeel,897.432624022166,551.592479467392,0.6704849600791931
A10-R10,cam01,3985,3985,6,0.1,0,Nose,902.4377744197845,235.15089648601133,0.9557390213012695
A10-R10,cam01,3985,3985,6,0.1,1,LEye,904.537324904639,228.85224503144855,0.971662163734436
A10-R10,cam01,3985,3985,6,0.1,2,REye,892.9897972379404,230.9517955163028,0.9794102907180786
A10-R10,cam01,3985,3985,6,0.1,3,LEar,911.8857516016287,233.05134600115707,0.8999651074409485
A10-R10,cam01,3985,3985,6,0.1,4,REar,881.4422695712419,238.30022221329273,0.906619668006897
A10-R10,cam01,3985,3985,6,0.1,5,LShoulder,924.4830545107543,270.8432547285338,0.8539388179779053
A10-R10,cam01,3985,3985,6,0.1,6,RShoulder,867.7951914196892,284.4903328800865,0.82533860206604
A10-R10,cam01,3985,3985,6,0.1,7,LElbow,938.130132662307,322.2822416074632,0.8643349409103394
A10-R10,cam01,3985,3985,6,0.1,8,RElbow,855.1978885105636,340.12842072872445,0.834498405456543
A10-R10,cam01,3985,3985,6,0.1,9,LWrist,955.9763117835682,367.42257703182986,0.8057928085327148
A10-R10,cam01,3985,3985,6,0.1,10,RWrist,841.5508103590109,395.7665085773624,0.8247628211975098
A10-R10,cam01,3985,3985,6,0.1,11,LHip,931.8314812077442,380.01987994095543,0.7491418123245239
A10-R10,cam01,3985,3985,6,0.1,12,RHip,890.8902467530861,386.3185313955182,0.7105674743652344
A10-R10,cam01,3985,3985,6,0.1,13,LKnee,946.528334601724,464.0018993351259,0.8219725489616394
A10-R10,cam01,3985,3985,6,0.1,14,RKnee,890.8902467530861,471.35032603211585,0.803105354309082
A10-R10,cam01,3985,3985,6,0.1,15,LAnkle,948.6278850865785,535.3866158201708,0.842257022857666
A10-R10,cam01,3985,3985,6,0.1,16,RAnkle,892.9897972379404,538.5359415474522,0.8306193351745605
A10-R10,cam01,3985,3985,6,0.1,17,Head,894.0395724803675,215.20516687989584,0.7849897146224976
A10-R10,cam01,3985,3985,6,0.1,18,Neck,896.1391229652218,259.29572706183535,0.8873521089553833
A10-R10,cam01,3985,3985,6,0.1,19,Hip,909.7862011167745,384.21898091066396,0.970652163028717
A10-R10,cam01,3985,3985,6,0.1,20,LBigToe,952.8269860562868,563.7305473657034,0.7305901646614075
A10-R10,cam01,3985,3985,6,0.1,21,RBigToe,888.7906962682318,562.6807721232763,0.7898087501525879
A10-R10,cam01,3985,3985,6,0.1,22,LSmallToe,965.4242889654124,558.4816711535677,0.6776857376098633
A10-R10,cam01,3985,3985,6,0.1,23,RSmallToe,879.3427190863877,560.581221638422,0.7729084491729736
A10-R10,cam01,3985,3985,6,0.1,24,LHeel,944.4287841168698,543.7848177595879,0.6616427898406982
A10-R10,cam01,3985,3985,6,0.1,25,RHeel,896.1391229652218,546.9341434868693,0.6607444286346436
A10-R10,cam01,3986,3986,7,0.11666666666666667,0,Nose,903.4875496622117,235.2436744737454,0.956634521484375
A10-R10,cam01,3986,3986,7,0.11666666666666667,1,LEye,905.6147797677158,228.86198415723277,0.9694403409957886
A10-R10,cam01,3986,3986,7,0.11666666666666667,2,REye,894.978629240195,229.92559920998485,0.9813823699951172
A10-R10,cam01,3986,3986,7,0.11666666666666667,3,LEar,911.9964700842286,233.11644436824116,0.9028592109680176
A10-R10,cam01,3986,3986,7,0.11666666666666667,4,REar,883.2788636599219,237.37090457924955,0.9051116704940796
A10-R10,cam01,3986,3986,7,0.11666666666666667,5,LShoulder,925.8234657700057,271.4065862673167,0.8679312467575073
A10-R10,cam01,3986,3986,7,0.11666666666666667,6,RShoulder,868.3882529213924,285.233581953094,0.8308748006820679
A10-R10,cam01,3986,3986,7,0.11666666666666667,7,LElbow,939.650461455783,321.3964937466653,0.8778293132781982
A10-R10,cam01,3986,3986,7,0.11666666666666667,8,RElbow,855.6248722883672,340.54156469620307,0.8382917642593384
A10-R10,cam01,3986,3986,7,0.11666666666666667,9,LWrist,957.7319173525686,365.00471090950134,0.8146402835845947
A10-R10,cam01,3986,3986,7,0.11666666666666667,10,RWrist,841.7978766025899,395.84954743931223,0.8303080797195435
A10-R10,cam01,3986,3986,7,0.11666666666666667,11,LHip,932.2051560865184,379.89532164803074,0.7623875141143799
A10-R10,cam01,3986,3986,7,0.11666666666666667,12,RHip,889.6605539764344,385.2133969117913,0.7220497131347656
A10-R10,cam01,3986,3986,7,0.11666666666666667,13,LKnee,946.0321517722955,463.9209108154465,0.8265255689620972
A10-R10,cam01,3986,3986,7,0.11666666666666667,14,RKnee,890.7241690291864,470.30260113195914,0.8054766654968262
A10-R10,cam01,3986,3986,7,0.11666666666666667,15,LAnkle,948.1593818777999,536.2467344025891,0.8566844463348389
A10-R10,cam01,3986,3986,7,0.11666666666666667,16,RAnkle,893.9150141874429,538.3739645080934,0.835191011428833
A10-R10,cam01,3986,3986,7,0.11666666666666667,17,Head,894.978629240195,216.0986035242076,0.789883017539978
A10-R10,cam01,3986,3986,7,0.11666666666666667,18,Neck,897.1058593456992,259.70682068704366,0.8841522932052612
A10-R10,cam01,3986,3986,7,0.11666666666666667,19,Hip,909.8692399787242,383.086166806287,0.9611685276031494
A10-R10,cam01,3986,3986,7,0.11666666666666667,20,LBigToe,951.3502270360561,564.9643408268958,0.707494854927063
A10-R10,cam01,3986,3986,7,0.11666666666666667,21,RBigToe,890.7241690291864,561.7734956686395,0.8044825792312622
A10-R10,cam01,3986,3986,7,0.11666666666666667,22,LSmallToe,965.1772227218335,559.6462655631353,0.6481099128723145
A10-R10,cam01,3986,3986,7,0.11666666666666667,23,RSmallToe,880.0880185016656,560.7098806158874,0.781714916229248
A10-R10,cam01,3986,3986,7,0.11666666666666667,24,LHeel,944.9685367195434,544.7556548246059,0.6615678071975708
A10-R10,cam01,3986,3986,7,0.11666666666666667,25,RHeel,897.1058593456992,546.8828849301101,0.6700897812843323
A10-R10,cam01,3987,3987,8,0.13333333333333333,0,Nose,904.5522034015387,235.0920262338022,0.9502959847450256
A10-R10,cam01,3987,3987,8,0.13333333333333333,1,LEye,906.6815108801927,228.70410379783993,0.9628260731697083
A10-R10,cam01,3987,3987,8,0.13333333333333333,2,REye,894.9703197475951,230.83341127649402,0.9779709577560425
A10-R10,cam01,3987,3987,8,0.13333333333333333,3,LEar,913.069433316155,231.8980650158211,0.8970034122467041
A10-R10,cam01,3987,3987,8,0.13333333333333333,4,REar,883.2591286149977,237.22133371245633,0.9060141444206238
A10-R10,cam01,3987,3987,8,0.13333333333333333,5,LShoulder,926.9099319274067,271.290253370922,0.8646172881126404
A10-R10,cam01,3987,3987,8,0.13333333333333333,6,RShoulder,869.4186300037459,284.06609824284664,0.8343429565429688
A10-R10,cam01,3987,3987,8,0.13333333333333333,7,LElbow,939.6857767993313,320.26432537996635,0.8773930668830872
A10-R10,cam01,3987,3987,8,0.13333333333333333,8,RElbow,856.6427851318213,339.4280926878533,0.8472805023193359
A10-R10,cam01,3987,3987,8,0.13333333333333333,9,LWrist,958.8495441072182,363.9151286923754,0.827774167060852
A10-R10,cam01,3987,3987,8,0.13333333333333333,10,RWrist,843.8669402598966,393.7254333935329,0.8317561149597168
A10-R10,cam01,3987,3987,8,0.13333333333333333,11,LHip,933.297854363369,379.88493478228116,0.7595421075820923
A10-R10,cam01,3987,3987,8,0.13333333333333333,12,RHip,889.64705105096,385.20820347891646,0.7195531725883484
A10-R10,cam01,3987,3987,8,0.13333333333333333,13,LKnee,946.0736992352936,465.0572339284453,0.8282889723777771
A10-R10,cam01,3987,3987,8,0.13333333333333333,14,RKnee,890.7117047902871,470.3805026250806,0.801490843296051
A10-R10,cam01,3987,3987,8,0.13333333333333333,15,LAnkle,948.2030067139478,536.3890344633578,0.8603978753089905
A10-R10,cam01,3987,3987,8,0.13333333333333333,16,RAnkle,893.9056660082681,537.4536882026848,0.8312027454376221
A10-R10,cam01,3987,3987,8,0.13333333333333333,17,Head,896.0349734869224,215.92825892591532,0.7836952805519104
A10-R10,cam01,3987,3987,8,0.13333333333333333,18,Neck,897.0996272262494,259.5790622383244,0.8854424357414246
A10-R10,cam01,3987,3987,8,0.13333333333333333,19,Hip,910.940125837501,383.0788960002623,0.9615199565887451
A10-R10,cam01,3987,3987,8,0.13333333333333333,20,LBigToe,949.2676604532749,564.0700316858611,0.7146300673484802
A10-R10,cam01,3987,3987,8,0.13333333333333333,21,RBigToe,888.582397311633,561.940724207207,0.8113957643508911
A10-R10,cam01,3987,3987,8,0.13333333333333333,22,LSmallToe,963.1081590645265,558.7467629892258,0.6575418710708618
A10-R10,cam01,3987,3987,8,0.13333333333333333,23,RSmallToe,879.0005136576895,559.8114167285528,0.7854299545288086
A10-R10,cam01,3987,3987,8,0.13333333333333333,24,LHeel,943.9443917566396,544.9062643779741,0.6722285151481628
A10-R10,cam01,3987,3987,8,0.13333333333333333,25,RHeel,897.0996272262494,545.9709181173012,0.6759135723114014
A10-R10,cam01,3988,3988,9,0.15,0,Nose,905.5649237632751,235.55261945724487,1.012233853340149
A10-R10,cam01,3988,3988,9,0.15,1,LEye,907.3931183815002,228.23984098434448,0.9539690017700195
A10-R10,cam01,3988,3988,9,0.15,2,REye,896.4239506721497,231.89623022079468,0.9911686182022095
A10-R10,cam01,3988,3988,9,0.15,3,LEar,913.7917995452881,230.98213291168213,0.8492164611816406
A10-R10,cam01,3988,3988,9,0.15,4,REar,886.3688802719116,241.03720331192017,0.8860251903533936
A10-R10,cam01,3988,3988,9,0.15,5,LShoulder,926.5891618728638,270.28831720352173,0.9123537540435791
A10-R10,cam01,3988,3988,9,0.15,6,RShoulder,871.7433233261108,283.0856795310974,0.8736327886581421
A10-R10,cam01,3988,3988,9,0.15,7,LElbow,940.300621509552,320.5636692047119,0.9608953595161438
A10-R10,cam01,3988,3988,9,0.15,8,RElbow,856.2036690711975,338.8456153869629,0.901516318321228
A10-R10,cam01,3988,3988,9,0.15,9,LWrist,959.4966650009155,363.5262427330017,0.88962721824646
