Camera,VisiblePoints,AllPointRMSE_px,AllPointMean_px,AllPointP95_px,AllPointMax_px,ReportedCameraRMSE_px,RobustInliers,RobustInlierRatio,RobustInlierRMSE_px
cam01,29,8.946770063264804,7.2598902823858955,16.828484970233514,21.06099897224641,8.946770063264804,19,0.6551724137931034,3.4554393974991564
cam02,27,16.999750135250096,15.241229502233933,25.86855876481929,32.43183157197135,16.999750135250096,12,0.4444444444444444,3.9652677735189528
cam03,30,14.282520863047138,12.566761572322488,23.65858716378975,30.861067312115733,14.282520863047138,15,0.5,4.2879295266472655
cam04,30,12.116315157890577,9.85326838747981,22.949460443589704,26.598278179135423,12.116315157890575,18,0.6,4.1704701730137606
