trial_id,device,sample,relative_time_s,valid,acc_x_g,acc_y_g,acc_z_g,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,dynamic_acceleration_proxy_g,gyro_magnitude_deg_s
A10-R10,WTLhand,39,0.78,True,0.2313225185535119,-1.1833762401477566,0.07063815198691213,-56.83537883819588,14.957976161295203,68.56599618606978,0.20784071046322428,90.30668398026391
A10-R10,WTLhand,40,0.8,True,0.22893063542285008,-1.1655081885121163,0.08442765816110173,-54.44992263908553,8.216290773287286,53.90256432201547,0.19077563074933335,77.0570434805451
A10-R10,WTLhand,41,0.82,True,0.2261764802774123,-1.154705234500284,0.1038910456753616,-53.52655366224295,3.914281009953457,41.536648449796715,0.18122535029712017,67.86535719513938
A10-R10,WTLhand,42,0.84,True,0.22351943177146102,-1.1500103231546421,0.12468300784616165,-53.35334823651928,1.782612553322822,31.21049524933268,0.1781470757877588,61.837306613978406
A10-R10,WTLhand,43,0.86,True,0.22182686198758952,-1.1519930074753153,0.14452709070424166,-53.11922814177338,0.237435302883184,22.144337751843395,0.18202501069931465,57.55067739278609
A10-R10,WTLhand,44,0.88,True,0.22435913468306293,-1.1611609577136774,0.16388908613068837,-52.448603263225635,-1.3439305522449678,13.352264344520226,0.1939394555784768,54.13820367096092
A10-R10,WTLhand,45,0.9,True,0.23398223700987386,-1.1720662215710858,0.18615888492549662,-51.51871976056337,-0.021890748965500362,4.2308388579640255,0.20960408622853555,51.692155714522215
A10-R10,WTLhand,46,0.92,True,0.24441616244402226,-1.1720258786786575,0.21750708590651524,-50.47292876488584,9.839109697115614,-4.67836897299748,0.216837398001839,51.63537308846156
A10-R10,WTLhand,47,0.94,True,0.23830229888713822,-1.1517927357567552,0.2621745795033913,-47.751704077692224,30.44313970619377,-11.67662652840473,0.20505186690644384,57.82173989580532
A10-R10,WTLhand,48,0.96,True,0.20586450065315653,-1.1201627455911551,0.31330925520496944,-38.71860179681226,54.81781611294579,-15.099345703833484,0.18123133155050586,68.79035782125811
A10-R10,WTLhand,49,0.98,True,0.17003514536108205,-1.1010392963031932,0.3510411325211506,-17.86732737589913,70.75487307547685,-14.757487217218703,0.1680879073869086,74.45318583143884
A10-R10,WTLhand,50,1.0,True,0.17830589367785285,-1.1084690660798964,0.35679063777725833,15.014608694606162,74.26077843382242,-12.21104083161028,0.17804763120249012,76.74119627710179
A10-R10,WTLhand,51,1.02,True,0.248874357020274,-1.1309816170693323,0.3294690844823897,51.29084026356521,77.68393286586995,-9.731115219519012,0.20399657032762364,93.59614481305897
A10-R10,WTLhand,52,1.04,True,0.32400359910852977,-1.15284234884713,0.2793499441894906,79.63882636051785,98.87695752764671,-9.358957892118983,0.2296585724701472,127.3050882205076
A10-R10,WTLhand,53,1.06,True,0.29987969474464493,-1.1848550514835356,0.20362806320504767,97.91230139762335,139.25983579387602,-13.047652930311692,0.23906162577606782,170.7347705574533
A10-R10,WTLhand,54,1.08,True,0.1240253289322846,-1.2504242308947253,0.07850523525871715,116.65875891145654,175.57832596584223,-22.69304950047905,0.2590099727120725,212.01884132161481
A10-R10,WTLhand,55,1.1,True,-0.1409571356978132,-1.3317231191133008,-0.11333656660826785,147.3613484646179,178.2460953801276,-38.38572478425324,0.34394961118917733,234.43656158283954
A10-R10,WTLhand,56,1.12,True,-0.36720972744342095,-1.354417773959625,-0.34950369649204427,187.15679259096308,138.99832002418253,-56.02966458818203,0.446182327442989,239.76555485796123
