trial_id,relative_visual_frame,visual_sample_index,visual_time_s,imu_nearest_sample_index,imu_nearest_time_s,timing_error_s,timing_error_ms,abs_timing_error_ms,imu_sample_reuse_count
A10-R10,87,87,1.45,72,1.44,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
A10-R10,88,88,1.4666666666666666,73,1.46,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
A10-R10,89,89,1.4833333333333334,74,1.48,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,90,90,1.5,75,1.5,0.0,0.0,0.0,1
A10-R10,91,91,1.5166666666666666,76,1.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,92,92,1.5333333333333334,77,1.54,0.006666666666666599,6.666666666666599,6.666666666666599,2
A10-R10,93,93,1.55,77,1.54,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
A10-R10,94,94,1.5666666666666667,78,1.56,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
A10-R10,95,95,1.5833333333333333,79,1.58,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1
A10-R10,96,96,1.6,80,1.6,0.0,0.0,0.0,1
A10-R10,97,97,1.6166666666666667,81,1.62,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,98,98,1.6333333333333333,82,1.64,0.006666666666666599,6.666666666666599,6.666666666666599,2
A10-R10,99,99,1.65,82,1.64,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
A10-R10,100,100,1.6666666666666667,83,1.66,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,101,101,1.6833333333333333,84,1.68,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,102,102,1.7,85,1.7,0.0,0.0,0.0,1
A10-R10,103,103,1.7166666666666666,86,1.72,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,104,104,1.7333333333333334,87,1.74,0.006666666666666599,6.666666666666599,6.666666666666599,2
A10-R10,105,105,1.75,87,1.74,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
A10-R10,106,106,1.7666666666666666,88,1.76,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
A10-R10,107,107,1.7833333333333334,89,1.78,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,108,108,1.8,90,1.8,0.0,0.0,0.0,1
A10-R10,109,109,1.8166666666666667,91,1.82,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,110,110,1.8333333333333333,92,1.84,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,111,111,1.85,92,1.84,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
A10-R10,112,112,1.8666666666666667,93,1.86,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
A10-R10,113,113,1.8833333333333333,94,1.88,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,114,114,1.9,95,1.9,0.0,0.0,0.0,1
A10-R10,115,115,1.9166666666666667,96,1.92,0.0033333333333331883,3.3333333333331883,3.3333333333331883,1
A10-R10,116,116,1.9333333333333333,97,1.94,0.006666666666666599,6.666666666666599,6.666666666666599,2
A10-R10,117,117,1.95,97,1.94,-0.010000000000000009,-10.000000000000009,10.000000000000009,2
A10-R10,118,118,1.9666666666666666,98,1.96,-0.006666666666666599,-6.666666666666599,6.666666666666599,1
A10-R10,119,119,1.9833333333333334,99,1.98,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,120,120,2.0,100,2.0,0.0,0.0,0.0,1
A10-R10,121,121,2.0166666666666666,101,2.02,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,122,122,2.033333333333333,102,2.04,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,123,123,2.05,102,2.04,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,124,124,2.066666666666667,103,2.06,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,125,125,2.0833333333333335,104,2.08,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,126,126,2.1,105,2.1,0.0,0.0,0.0,1
A10-R10,127,127,2.1166666666666667,106,2.12,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,128,128,2.1333333333333333,107,2.14,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,129,129,2.15,107,2.14,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,130,130,2.1666666666666665,108,2.16,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
A10-R10,131,131,2.183333333333333,109,2.18,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
A10-R10,132,132,2.2,110,2.2,0.0,0.0,0.0,1
A10-R10,133,133,2.216666666666667,111,2.22,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,134,134,2.2333333333333334,112,2.24,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,135,135,2.25,112,2.24,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,136,136,2.2666666666666666,113,2.26,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,137,137,2.283333333333333,114,2.28,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,138,138,2.3,115,2.3,0.0,0.0,0.0,1
A10-R10,139,139,2.316666666666667,116,2.32,0.0033333333333329662,3.333333333332966,3.333333333332966,1
A10-R10,140,140,2.3333333333333335,117,2.34,0.0066666666666663765,6.6666666666663765,6.6666666666663765,1
A10-R10,141,141,2.35,118,2.36,0.009999999999999787,9.999999999999787,9.999999999999787,2
A10-R10,142,142,2.3666666666666667,118,2.36,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
A10-R10,143,143,2.3833333333333333,119,2.38,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,144,144,2.4,120,2.4,0.0,0.0,0.0,1
A10-R10,145,145,2.4166666666666665,121,2.42,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,146,146,2.433333333333333,122,2.44,0.006666666666666821,6.666666666666821,6.666666666666821,1
A10-R10,147,147,2.45,123,2.46,0.009999999999999787,9.999999999999787,9.999999999999787,2
A10-R10,148,148,2.466666666666667,123,2.46,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
A10-R10,149,149,2.4833333333333334,124,2.48,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,150,150,2.5,125,2.5,0.0,0.0,0.0,1
A10-R10,151,151,2.5166666666666666,126,2.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,152,152,2.533333333333333,127,2.54,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,153,153,2.55,127,2.54,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,154,154,2.566666666666667,128,2.56,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,155,155,2.5833333333333335,129,2.58,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,156,156,2.6,130,2.6,0.0,0.0,0.0,1
A10-R10,157,157,2.6166666666666667,131,2.62,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,158,158,2.6333333333333333,132,2.64,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,159,159,2.65,132,2.64,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,160,160,2.6666666666666665,133,2.66,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
A10-R10,161,161,2.683333333333333,134,2.68,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
A10-R10,162,162,2.7,135,2.7,0.0,0.0,0.0,1
A10-R10,163,163,2.716666666666667,136,2.72,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,164,164,2.7333333333333334,137,2.74,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,165,165,2.75,137,2.74,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,166,166,2.7666666666666666,138,2.76,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,167,167,2.783333333333333,139,2.78,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,168,168,2.8,140,2.8,0.0,0.0,0.0,1
A10-R10,169,169,2.816666666666667,141,2.82,0.0033333333333329662,3.333333333332966,3.333333333332966,1
A10-R10,170,170,2.8333333333333335,142,2.84,0.0066666666666663765,6.6666666666663765,6.6666666666663765,1
A10-R10,171,171,2.85,143,2.86,0.009999999999999787,9.999999999999787,9.999999999999787,2
A10-R10,172,172,2.8666666666666667,143,2.86,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
A10-R10,173,173,2.8833333333333333,144,2.88,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,174,174,2.9,145,2.9,0.0,0.0,0.0,1
A10-R10,175,175,2.9166666666666665,146,2.92,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,176,176,2.933333333333333,147,2.94,0.006666666666666821,6.666666666666821,6.666666666666821,1
A10-R10,177,177,2.95,148,2.96,0.009999999999999787,9.999999999999787,9.999999999999787,2
A10-R10,178,178,2.966666666666667,148,2.96,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
A10-R10,179,179,2.9833333333333334,149,2.98,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,180,180,3.0,150,3.0,0.0,0.0,0.0,1
A10-R10,181,181,3.0166666666666666,151,3.02,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,182,182,3.033333333333333,152,3.04,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,183,183,3.05,152,3.04,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,184,184,3.066666666666667,153,3.06,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,185,185,3.0833333333333335,154,3.08,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,186,186,3.1,155,3.1,0.0,0.0,0.0,1
A10-R10,187,187,3.1166666666666667,156,3.12,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,188,188,3.1333333333333333,157,3.14,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,189,189,3.15,157,3.14,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,190,190,3.1666666666666665,158,3.16,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1
A10-R10,191,191,3.183333333333333,159,3.18,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1
A10-R10,192,192,3.2,160,3.2,0.0,0.0,0.0,1
A10-R10,193,193,3.216666666666667,161,3.22,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1
A10-R10,194,194,3.2333333333333334,162,3.24,0.006666666666666821,6.666666666666821,6.666666666666821,2
A10-R10,195,195,3.25,162,3.24,-0.009999999999999787,-9.999999999999787,9.999999999999787,2
A10-R10,196,196,3.2666666666666666,163,3.26,-0.006666666666666821,-6.666666666666821,6.666666666666821,1
A10-R10,197,197,3.283333333333333,164,3.28,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1
A10-R10,198,198,3.3,165,3.3,0.0,0.0,0.0,1
A10-R10,199,199,3.316666666666667,166,3.32,0.0033333333333329662,3.333333333332966,3.333333333332966,1
A10-R10,200,200,3.3333333333333335,167,3.34,0.0066666666666663765,6.6666666666663765,6.6666666666663765,1
A10-R10,201,201,3.35,168,3.36,0.009999999999999787,9.999999999999787,9.999999999999787,2
A10-R10,202,202,3.3666666666666667,168,3.36,-0.006666666666666821,-6.666666666666821,6.666666666666821,2
